标准化机构名称,机构类型,分类依据,关联文献数,涉及阶段数,是否Top100,TOPSIS综合排名,TOPSIS综合得分,机构层级
中石油昆仑燃气有限公司黑龙江分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油杭州地质研究院,高校/科研院所,高校科研关键词:研究院,4,1,0,,,
中石油测井有限公司华北事业部,企业研发中心,企业关键词:公司,1,1,0,,,
中石油浙江油田分公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油渤海钻探定向井分公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油渤海钻探工程公司长庆事业部,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程有限公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油渤海钻探工程有限公司大港测井分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程有限公司油气井测试分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程有限公司油气合作开发公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油渤海钻探工程有限公司测井分公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油渤海钻探工程有限公司第一固井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程有限公司第一钻井分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程有限公司第一钻井工程分公司,企业研发中心,企业关键词:公司,3,1,0,,,
中石油渤海钻探工程有限公司第三钻井工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程有限公司第三钻井工程分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程有限第三钻井工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探工程限限公司第五钻井工程分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油渤海钻探第二钻井分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油煤层气有限责任公司,企业研发中心,企业关键词:公司,22,1,0,,,
中石油煤层气有限责任公司临汾分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油煤层气有限责任公司忻州分公司,企业研发中心,企业关键词:公司,3,1,0,,,
中石油煤层气有限责任公司韩城分公司,企业研发中心,企业关键词:公司,3,1,0,,,
中石油煤层气韩城分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油煤气有限责任公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油燃料油责任有限公司研究院,企业研发中心,企业关键词:公司,1,1,0,,,
中石油物资公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油玉门油田分公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油盆地构造与油气成藏重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
中石油福山油田钻井事业部,企业研发中心,企业关键词:油田,1,1,0,,,
中石油第二建设公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油股份有限公司塔里木油田分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油胜利石油工程有限公司渤海钻井总公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西北石油分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西南油气田公司 川中油气矿,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西南油气田公司低效油气开发事业部,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西南油气田公司川中油气矿,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西南油气田公司工程技术监督中心,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西南油气田公司输气管理处,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西南油气田公司采气工程研究院,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西南油气田分公司,企业研发中心,企业关键词:公司,7,1,0,,,
中石油西部钻探克拉玛依钻井公司50610钻井队,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探克拉玛依钻井公司泥浆技术服务公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探公司录井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探准东钻井公司泥浆技术服务公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探吐哈录井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探国际钻井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探工程有限公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油西部钻探工程有限公司井下作业公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探工程有限公司国际钻井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探工程有限公司苏里格气田开发第一项目经理部,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探测井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探测井公司塔里木分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探试油公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油西部钻探钻井工程技术研究院,高校/科研院所,高校科研关键词:研究院,1,1,0,,,
中石油辽河油田公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油辽河油田公司兴隆台采油厂,企业研发中心,企业关键词:公司,2,1,0,,,
中石油辽河油田公司勘探开发研究院,企业研发中心,企业关键词:公司,3,1,0,,,
中石油辽河油田公司曙光工程技术处,企业研发中心,企业关键词:公司,1,1,0,,,
中石油辽河油田公司曙光采油厂,企业研发中心,企业关键词:公司,1,1,0,,,
中石油辽河油田公司锦州采油厂,企业研发中心,企业关键词:公司,2,1,0,,,
中石油辽河油田兴隆台工程技术处,企业研发中心,企业关键词:油田,1,1,0,,,
中石油辽河油田分公司,企业研发中心,企业关键词:公司,9,1,0,,,
中石油辽河油田勘探开发研究院,企业研发中心,企业关键词:油田,1,1,0,,,
中石油辽河油田曙光工程技术处,企业研发中心,企业关键词:油田,2,1,0,,,
中石油辽河油田高升采油厂,企业研发中心,企业关键词:油田,2,1,0,,,
中石油钻井工程技术研究院,高校/科研院所,高校科研关键词:研究院,2,1,0,,,
中石油钻井工程重点实验室,高校/科研院所,高校科研关键词:实验室,2,1,0,,,
中石油长城钻探公司工程技术研究院,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探公司工程服务公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探压裂公司压裂二分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程公司录井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程公司解释研究中心,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程技术研究院,高校/科研院所,高校科研关键词:研究院,3,1,0,,,
中石油长城钻探工程有限公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油长城钻探工程有限公司压裂公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油长城钻探工程有限公司压裂公司压裂一分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程有限公司固井公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程有限公司工程技术研究院,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程有限公司录井公司地质研究中心,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探工程有限公司测井公司,企业研发中心,企业关键词:公司,6,1,0,,,
中石油长城钻探工程有限公司测井技术研究院,企业研发中心,企业关键词:公司,2,1,0,,,
中石油长城钻探测井公司,企业研发中心,企业关键词:公司,3,1,0,,,
中石油长城钻探测试公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探钻井一公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探钻井二公司,企业研发中心,企业关键词:公司,2,1,0,,,
中石油长城钻探钻井液公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长城钻探长庆石油工程监督公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长庆油分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长庆油田公司第一采油厂,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长庆油田公司第四采气厂,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长庆油田公司超低渗透油藏研究中心,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长庆油田公司采油四厂,企业研发中心,企业关键词:公司,1,1,0,,,
中石油长庆油田分公司,企业研发中心,企业关键词:公司,41,1,0,,,
中石油长庆油田第二输油处,企业研发中心,企业关键词:油田,1,1,0,,,
中石油阿姆河天然气勘探开发有限公司,企业研发中心,企业关键词:公司,3,1,0,,,
中石油青海油田井下作业公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油青海油田分公司,企业研发中心,企业关键词:公司,12,1,0,,,
中石油青海油田格尔木炼油厂,企业研发中心,企业关键词:油田,1,1,0,,,
中石油青海油田边远油田开发公司,企业研发中心,企业关键词:公司,1,1,0,,,
中石油青海油田采油三厂,企业研发中心,企业关键词:油田,1,1,0,,,
中石油非常规油气重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
中矿资源勘探股份有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
中科合成油技术有限公司,企业研发中心,企业关键词:公司,18,3,0,,,
中科炼化有限公司,企业研发中心,企业关键词:公司,2,1,0,,,
中科院油气资源研究重点实验室,高校/科研院所,高校科研关键词:实验室,1,1,0,,,
中联煤层气国家工程中心,其他,未命中规则,1,1,0,,,
中联煤层气国家工程研究中心,高校/科研院所,高校科研关键词:研究中心,10,1,0,,,
中联煤层气有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
中联煤层气有限责任公司,企业研发中心,企业关键词:公司,28,2,0,,,
中联煤层气有限责任公司太原分公司,企业研发中心,企业关键词:公司,1,1,0,,,
中联煤层气有限责任公司晋城分公司,企业研发中心,企业关键词:公司,4,1,0,,,
中联煤层气责任有限公司,企业研发中心,企业关键词:公司,3,1,0,,,
中船重工集团第七○三研究所,企业研发中心,企业关键词:集团,1,1,0,,,
中部大学,高校/科研院所,高校强特征:大学,16,3,0,,,
中铁九局集团工程检测试验有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
中铁十八局隧道工程有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
中铁十六局集团有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
中闰石油天然气股份公司塔里木油田分公司,企业研发中心,企业关键词:公司,1,1,0,,,
临沂大学,高校/科研院所,高校强特征:大学,16,3,0,,,
临盘采油厂地质研究所,高校/科研院所,高校科研关键词:研究所,1,1,0,,,
丹麦技术大学,高校/科研院所,高校强特征:大学,251,3,1,22,0.237384,中坚创新型
丽水学院,高校/科研院所,高校强特征:学院,4,1,0,,,
丽珠医药集团股份有限公司,企业研发中心,企业关键词:公司,1,1,0,,,
乌克兰国家科学院,高校/科研院所,高校强特征:学院,21,3,0,,,
乌克兰国立矿业大学,高校/科研院所,高校强特征:大学,1,1,0,,,
乌兰察布职业学院,高校/科研院所,高校强特征:学院,1,1,0,,,
乌兹别克斯坦地质与矿产资源国家委员会地质与地球物理研究所,高校/科研院所,高校科研关键词:研究所,1,1,0,,,
乌姆阿尔库拉大学,高校/科研院所,高校强特征:大学,10,3,0,,,
乌得勒支大学,高校/科研院所,高校强特征:大学,61,3,0,,,
乌拉尔联邦大学,高校/科研院所,高校强特征:大学,14,2,0,,,
乌普萨拉大学,高校/科研院所,高校强特征:大学,50,3,0,,,
乌法国立石油技术大学,高校/科研院所,高校强特征:大学,148,3,0,,,
乌贝兰迪亚联邦大学,高校/科研院所,高校强特征:大学,17,3,0,,,
乌阿里·布迈丁科学技术大学,高校/科研院所,高校强特征:大学,2,2,0,,,
九州大学,高校/科研院所,高校强特征:大学,113,3,0,,,
