机构标准名,总频次,CNKI频次,WOS频次,CSCD频次
奥尔良大学,108,0,108,0
捷克科学院,108,0,108,0
新泽西理工学院,108,0,108,0
科学技术大学,108,0,108,0
南京医科大学,108,1,107,0
武汉轻工大学,108,9,97,2
中油辽河工程有限公司,108,108,0,0
国家化学研究所,107,0,107,0
纳扎尔巴耶夫大学,107,0,106,1
哈尔滨理工大学,107,6,101,0
甘肃蓝科石化高新装备股份有限公司,107,107,0,0
加州大学欧文分校,106,0,106,0
圭尔夫大学,106,0,106,0
希腊研究与技术中心,106,0,106,0
杨百翰大学,106,0,106,0
桑坦德工业大学,106,0,106,0
四川农业大学,106,4,102,0
国家低碳清洁能源研究所,106,1,90,15
石油资源与探测国家重点实验室,106,35,47,24
中国医科大学,105,0,105,0
伊尔迪兹技术大学,105,0,105,0
格但斯克理工大学,105,0,105,0
沙迦大学,105,0,105,0
白沙瓦大学,105,0,105,0
西安电子科技大学,105,3,102,0
淮阴工学院,105,0,101,4
桂林电子科技大学,105,1,99,5
上海科技大学,104,0,104,0
亚历山大大学,104,0,104,0
塞姆南大学,104,0,104,0
赫尔大学,104,0,104,0
四川师范大学,104,1,103,0
云南师范大学,104,4,100,0
山东第一医科大学,103,0,103,0
巴塞罗那自治大学,103,0,103,0
克莱姆森大学,102,0,102,0
卡尚大学,102,0,102,0
布拉格化工大学,102,0,102,0
本-古里安大学,102,0,102,0
美国环境保护署,102,0,102,0
阿姆斯特丹大学,102,0,102,0
马林加州立大学,102,0,102,0
东北大学,102,32,68,2
中国寰球工程公司辽宁分公司,102,102,0,0
中国石油大庆油田有限责任公司勘探开发研究院,102,100,0,2
天然气技术研究院,102,3,0,99
伦敦玛丽女王大学,101,0,101,0
国立中山大学,101,0,101,0
埃尔朗根-纽伦堡大学,101,0,101,0
巴斯夫,101,0,101,0
广东省科学院,101,0,101,0
德国航空航天中心,101,0,101,0
莫道克大学,101,0,101,0
西江大学,101,0,101,0
重庆医科大学,101,0,101,0
沈阳药科大学,101,3,98,0
中国农业部,100,0,100,0
俄勒冈州立大学,100,0,100,0
布鲁内尔大学伦敦,100,0,100,0
弘前大学,100,0,100,0
韩国化学研究院,100,0,100,0
萨蒂亚巴马科学技术学院,100,0,99,1
钻井技术研究院,100,31,0,69
近畿大学,99,0,99,0
哈尔滨师范大学,99,1,98,0
圣彼得堡国立大学,99,1,98,0
华中师范大学,99,7,92,0
大庆油田采油一厂,99,99,0,0
中国石化国际石油勘探开发有限公司,99,63,0,36
光云大学,98,0,98,0
玛拉工艺大学,98,0,98,0
筑波大学,98,0,98,0
艾因夏姆斯大学,98,0,98,0
诺曼底大学,98,0,98,0
韦恩州立大学,98,0,98,0
首尔国立科学技术大学,98,0,98,0
内蒙古科技大学,98,19,75,4
亥姆霍兹德累斯顿-罗森多夫研究中心,97,0,97,0
克洛德·贝尔纳里昂第一大学,97,0,97,0
密苏里大学,97,0,97,0
米兰大学,97,0,97,0
萨马拉国立技术大学,97,0,97,0
山东农业大学,97,1,96,0
沈阳航空航天大学,97,2,92,3
重庆交通大学,97,2,90,5
集美大学,97,8,88,1
中国石油西南油气田公司勘探开发研究院,97,95,0,2
中国石油石油化工研究院,97,63,0,34
佛罗伦萨大学,96,0,96,0
加州大学圣迭戈分校,96,0,96,0
坦塔大学,96,0,96,0
华北水利水电大学,96,7,88,1
地球科学研究所,96,69,1,26
劳伦斯利弗莫尔国家实验室,95,0,95,0
国立云林科技大学,95,0,95,0
波尔多大学,95,0,95,0
国防科技大学,95,3,92,0
西北分院,95,19,2,74
中石化洛阳工程有限公司,95,95,0,0
兰卡斯特大学,94,0,94,0
埃尔吉耶斯大学,94,0,94,0
韩国机械材料研究院,94,0,94,0
泰州学院,94,0,93,1
安徽师范大学,94,4,90,0
江汉大学,94,11,82,1
油气资源与勘探技术教育部重点实验室,94,94,0,0
中国石油塔里木油田分公司,94,88,0,6
塞尔丘克大学,93,0,93,0
布达佩斯技术与经济大学,93,0,93,0
约翰斯·霍普金斯大学,93,0,93,0
梨花女子大学,93,0,92,1
印度理工学院海得拉巴分校,92,0,92,0
富山大学,92,0,92,0
巴伊亚联邦大学,92,0,92,0
布宜诺斯艾利斯大学,92,0,92,0
帕拉茨基大学,92,0,92,0
弗罗茨瓦夫科技大学,92,0,92,0
西班牙国家科研委员会炭化学研究所,92,0,92,0
长庚大学,92,0,92,0
榆林学院,92,2,80,10
渤海大学,92,24,66,2
吞武里先皇科技大学,91,0,91,0
艾斯尤特大学,91,0,91,0
拉齐大学,91,0,90,1
贝克休斯,91,0,89,2
沙赫鲁德理工大学,91,1,88,2
石油工程研究院,91,10,1,80
哥伦比亚国家石油公司,90,0,90,0
塔伊夫大学,90,0,90,0
巴拉那联邦大学,90,0,90,0
石油与能源研究大学,90,0,90,0
青岛海洋地质研究所,90,19,71,0
亚利桑那大学,89,0,89,0
伍斯特理工学院,89,0,89,0
化学科学与工程协同创新中心,89,0,89,0
哈贾·纳西尔丁·图西理工大学,89,0,89,0
巴黎综合理工学院（法国）,89,0,89,0
庆尚国立大学,89,0,89,0
工程技术研究院,89,26,1,62
元智大学,88,0,88,0
庆应义塾大学,88,0,88,0
爱达荷大学,88,0,88,0
阿肯色大学,88,0,88,0
香港浸会大学,88,0,88,0
爱资哈尔大学,88,0,87,1
西安长庆科技工程有限责任公司,88,88,0,0
第三采油厂,88,13,0,75
俄罗斯人民友谊大学,87,0,87,0
南十字星大学,87,0,87,0
卡利亚里大学,87,0,87,0
巴格达大学,87,0,87,0
康塞普西翁大学,87,0,87,0
德国地球科学研究中心,87,0,87,0
湖首大学,87,0,87,0
科贾埃利大学,87,0,87,0
莱奥本矿业大学,87,0,87,0
公州大学,87,0,85,2
乌尔米耶大学,86,0,86,0
卡纳塔克林加亚特教育理工大学,86,0,86,0
埃斯特雷马杜拉大学,86,0,86,0
威斯康星大学麦迪逊分校,86,0,86,0
济州大学,86,0,86,0
瓜纳华托大学,86,0,86,0
科威特大学,86,0,85,1
中央研究院,85,0,85,0
保加利亚科学院,85,0,85,0
国立中央大学,85,0,85,0
弗吉尼亚大学,85,0,85,0
弗鲁米嫩塞联邦大学,85,0,85,0
德雷塞尔大学,85,0,85,0
汕头大学,85,0,85,0
米却肯大学,85,0,85,0
齐齐哈尔大学,85,14,52,19
卡拉德尼兹技术大学,84,0,84,0
太原师范学院,84,0,84,0
曼苏拉大学,84,0,84,0
萨拉曼卡大学,84,0,84,0
蒙特雷科技大学,84,0,84,0
越南国家大学,84,0,84,0
广州医科大学,84,1,83,0
斯德哥尔摩大学,84,0,83,1
天津城建大学,84,4,79,1
北方民族大学,84,4,78,2
中国乌恩伊特埃德克奥勒布埃德姆埃斯阿恩埃公司有限公司,84,5,57,22
中国石油塔里木油田公司勘探开发研究院,84,84,0,0
学院石油工程中国大学,84,0,0,84
哈里伯顿,83,0,83,0
坎塔布里亚大学,83,0,83,0
巴黎第六大学,83,0,83,0
纽约州立大学石溪分校,83,0,83,0
美国大学,83,0,83,0
莱里达大学,83,0,83,0
大连大学,83,7,75,1
安徽工程大学,83,16,65,2
大庆油田有限责任公司第五采油厂,83,83,0,0
乌拉尔联邦大学,82,0,82,0
内布拉斯加大学,82,0,82,0
安纳马莱大学,82,0,82,0
扎加齐格大学,82,0,82,0
新墨西哥矿业与技术学院,82,0,82,0
玛希隆大学,82,0,82,0
采油技术研究院,82,17,0,65
内布拉斯加大学林肯分校,81,0,81,0
明志科技大学,81,0,81,0
法国原子能与替代能源委员会,81,0,81,0
上海海事大学,81,0,79,2
中国石油集团工程设计有限责任公司华北分公司,81,81,0,0
拉彭兰塔-拉赫蒂理工大学,80,0,80,0
科威特科学研究所,80,0,80,0
萨卡里亚大学,80,0,80,0
阿克伦大学,80,0,80,0
山东建筑大学,80,1,77,2
西藏大学,80,4,76,0
青海大学,80,5,72,3
加州理工学院,79,0,79,0
德瓦能源有限公司,79,0,79,0
拉普拉塔国立大学,79,0,79,0
波兹南密茨凯维奇大学,79,0,79,0
诺森比亚大学,79,0,79,0
中国石油天然气勘探开发公司,79,73,2,4
中国石化集团洛阳石油化工工程公司,79,79,0,0
中国石化工程建设有限公司,79,56,0,23
嘉泉大学,78,0,78,0
国家同步辐射研究中心,78,0,78,0
国立研究型大学,78,0,78,0
巴黎高科矿业学院,78,0,78,0
日内瓦大学,78,0,78,0
智利大学,78,0,78,0
道达尔能源,78,0,78,0
河北师范大学,78,1,77,0
西安工程大学,78,7,70,1
湖南理工学院,78,3,70,5
辽宁工业大学,78,17,42,19
万隆理工学院,77,0,77,0
乌贝兰迪亚联邦大学,77,0,77,0
埃朗根-纽伦堡弗里德里希-亚历山大大学,77,0,77,0
斯科尔科沃科学技术学院,77,0,77,0
马来西亚登嘉楼大学,77,0,77,0
奥巴费米·阿沃洛沃大学,77,0,76,1
中国石油冀东油田公司,77,48,2,27
地球物理研究所,77,22,1,54
中国石油北京油气调控中心,77,77,0,0
海洋石油高效开发国家重点实验室,77,77,0,0
第六采油厂,77,3,0,74
中原工学院,76,0,76,0
安卡拉大学,76,0,76,0
布鲁克海文国家实验室,76,0,76,0
斯伊恩奥普埃克研究研究所石油过程公司有限公司,76,0,76,0
瑞尔森大学,76,0,76,0
西安热工研究院有限公司,76,0,76,0
迈阿密大学,76,0,74,2
丹麦和格陵兰地质调查局,75,0,75,0
哈马德·本·哈利法大学,75,0,75,0
提斯浦尔大学,75,0,75,0
智利宗座天主教大学,75,0,75,0
本哈大学,75,0,75,0
汉诺威莱布尼茨大学,75,0,75,0
犹他州立大学,75,0,75,0
马德里卡洛斯三世大学,75,0,75,0
湖南工程学院,75,0,74,1
夏威夷大学马诺阿分校,75,0,73,2
海南师范大学,75,2,71,2
重庆地质矿产研究院,75,13,42,20
信州大学,74,0,74,0
天府永兴实验室,74,0,74,0
工业技术研究院,74,0,74,0
日本科学技术振兴机构,74,0,74,0
杜克大学,74,0,74,0
汉堡大学,74,0,74,0
科克大学学院,74,0,74,0
荷兰应用科学研究组织,74,0,74,0
闽江学院,74,0,73,1
斯欧斯瓦埃斯特石油天然气弗耶勒德公司,74,11,32,31
大庆油田采油三厂,74,74,0,0
华沙大学,73,0,73,0
国家化学实验室,73,0,73,0
曼尼托巴大学,73,0,73,0
玛丽·居里-斯克沃多夫斯卡大学,73,0,73,0
赫罗纳大学,73,0,73,0
布里斯托大学,73,0,72,1
路易斯安那大学拉法叶分校,73,0,71,2
西华师范大学,73,5,65,3
淮北师范大学,73,11,60,2
学院格埃奥斯克耶恩克埃斯中国大学,73,1,1,71
大庆油田采油二厂,73,73,0,0
东芬兰大学,72,0,72,0
克拉克森大学,72,0,72,0
国立勤益科技大学,72,0,72,0
国立科学技术大学（巴基斯坦）,72,0,72,0
圣玛丽亚联邦大学,72,0,72,0
拉马尔大学,72,0,72,0
瑞士联邦材料科学与技术实验室,72,0,72,0
联合生物能源研究所,72,0,72,0
高雄医学大学,72,0,72,0
湛江分院,72,16,1,55
中海石油有限公司上海分公司,72,72,0,0
荆州市中医医院,72,72,0,0
亥姆霍兹环境研究中心,71,0,71,0
基尔大学,71,0,71,0
布约埃恩埃尔格伊2020公司,71,0,71,0
新墨西哥州立大学,71,0,71,0
明知大学,71,0,71,0
波斯湾大学,71,0,71,0
潘诺尼亚大学,71,0,71,0
福建理工大学,71,0,71,0
鲁汶天主教大学,71,0,71,0
黎巴嫩美国大学,71,0,71,0
石油资源重点实验室,71,3,1,67
中国石油抚顺石化公司,71,71,0,0
中国石油管道公司,71,71,0,0
荆州市第二人民医院,71,71,0,0
化工与技术大学,70,0,70,0
南特大学,70,0,70,0
卡洛-威廉明娜不伦瑞克工业大学,70,0,70,0
庄信万丰技术中心,70,0,70,0
杰恩大学,70,0,70,0
生态环境部,70,0,70,0
维也纳大学,70,0,70,0
上海海洋大学,70,3,66,1
内华达大学,69,0,69,0
布尔诺理工大学,69,0,69,0
瓦伦西亚大学,69,0,69,0
阿塞拜疆国立石油与工业大学,69,0,69,0
韩巴特国立大学,69,0,69,0
渗流流体力学研究所,69,14,4,51
中油勘探开发研究院,69,69,0,0
丘库罗瓦大学,68,0,68,0
伊朗石油工业研究所,68,0,68,0
孔敬大学,68,0,68,0
巴基斯坦国立科技大学,68,0,68,0
德里大学,68,0,68,0
拉吉夫·甘地石油技术学院,68,0,68,0
拜罗伊特大学,68,0,68,0
斯里希瓦苏布拉马尼亚纳达尔工程学院,68,0,68,0
杭州研趣信息技术有限公司,68,0,68,0
林雪平大学,68,0,68,0
横滨国立大学,68,0,68,0
阿尔斯特大学,68,0,68,0
阿尔梅里亚大学,68,0,68,0
中国电力科学研究院,68,1,67,0
长江师范学院,68,1,63,4
常熟理工学院,68,0,62,6
中国国家石油天然气勘探开发公司,68,20,9,39
石油天然气技术研究院,68,8,3,57
杭州地质研究院,68,16,1,51
提高石油采收率国家重点实验室,68,68,0,0
北京电动车辆协同创新中心,67,0,67,0
江苏师范大学,67,0,67,0
湖州大学,67,0,67,0
维多利亚大学,67,0,67,0
罗兹工业大学,67,0,67,0
赫勒万大学,67,0,67,0
都灵大学,67,0,67,0
陕西延长石油（集团）有限责任公司,67,0,67,0
香港教育大学,67,0,67,0
徐州医科大学,67,0,66,1
合肥大学,67,0,64,3
地球物理与测绘研究所,67,20,1,46
中国石油长庆油田公司勘探开发研究院,67,67,0,0
中国医学科学院北京协和医学院,66,0,66,0
伯南布哥联邦大学,66,0,66,0
俄斯特拉发技术大学,66,0,66,0
山形大学,66,0,66,0
洛斯安第斯大学（智利）,66,0,66,0
纽约州立大学布法罗分校,66,0,66,0
霍恩海姆大学,66,0,66,0
东部理工学院,66,0,65,1
成都信息工程大学,66,0,61,5
凯斯西储大学,65,0,65,0
南京中医药大学,65,0,65,0
吉兰大学,65,0,65,0
衢州研究所创新资源化工工程,65,0,65,0
西湖大学,65,0,65,0
阿里格尔穆斯林大学,65,0,65,0
石油化工研究所,65,12,2,51
中国石化上海石油化工股份有限公司,65,65,0,0
化学学院,65,8,0,57
仁川国立大学,64,0,64,0
印第安纳大学,64,0,64,0
国立滨海大学,64,0,64,0
巴格达理工大学,64,0,64,0
戈亚斯联邦大学,64,0,64,0
昌迪加尔大学,64,0,64,0
爱琴大学,64,0,64,0
舍布鲁克大学,64,0,64,0
赫尔辛基大学,64,0,64,0
斯伊恩奥普埃克斯欧斯瓦埃斯特石油天然气公司,64,6,24,34
天津分院,64,14,1,49
中国石油管道科技研究中心,64,64,0,0
中海石油有限公司天津分公司渤海油田勘探开发研究院,64,64,0,0
临沂大学,63,0,63,0
京畿大学,63,0,63,0
冈山大学,63,0,63,0
巴博勒努希拉瓦尼理工大学,63,0,63,0
巴斯克科学基金会,63,0,63,0
弗吉尼亚联邦大学,63,0,63,0
拉合尔大学,63,0,63,0
波兹南理工大学,63,0,63,0
韩国基础科学研究院,63,0,63,0
马里博尔大学,63,0,63,0
江西科技师范大学,63,1,62,0
凯泽斯劳滕大学,63,0,62,1
詹姆斯库克大学,63,0,62,1
华北科技学院,63,2,58,3
学院普伊普埃勒伊恩埃克伊维伊勒工程中国大学,63,0,1,62
中国石化石油化工科学研究院,63,0,0,63
山东能源研究所,62,0,62,0
幼发拉底大学,62,0,62,0
徐州工程学院,62,0,62,0
欧盟委员会,62,0,62,0
河南省科学院,62,0,62,0
瓦赫宁根大学及研究中心,62,0,62,0
缅因大学,62,0,62,0
能源谷研究中心,62,0,62,0
蒸馏技术国家工程研究中心,62,0,62,0
都柏林圣三一学院,62,0,62,0
金泽大学,62,0,62,0
锡拉丘兹大学,62,0,62,0
雷恩大学,62,0,62,0
特拉维夫大学,62,1,61,0
河北农业大学,62,2,60,0
吉林建筑大学,62,3,58,1
南方国立大学,61,0,61,0
天津医科大学,61,0,61,0
帕尔马大学,61,0,61,0
清迈大学,61,0,61,0
西班牙能源环境与技术研究中心,61,0,61,0
淮阴师范学院,61,0,60,1
重庆文理学院,61,2,59,0
中海石油研究总院,61,60,0,1
南非大学,60,0,60,0
卡拉比克大学,60,0,60,0
印度国家化学实验室,60,0,60,0
双威大学,60,0,60,0
国家纳米科学与技术中心,60,0,60,0
圣路易斯波托西自治大学,60,0,60,0
塔帕尔工程技术学院,60,0,60,0
大连民族大学,60,0,60,0
斯旺西大学,60,0,60,0
深圳技术大学,60,0,60,0
温莎大学,60,0,60,0
理工大学,60,0,60,0
科奇大学,60,0,60,0
考文垂大学,60,0,60,0
逢甲大学,60,0,60,0
马尔凯理工大学,60,0,60,0
设拉子理工大学,60,0,59,1
安徽医科大学,60,7,53,0
太原工业学院,60,2,44,14
塔伊兹大学,59,0,59,0
塔尔图大学,59,0,59,0
山西浙大先进材料与化工研究院,59,0,59,0
布拉德福德大学,59,0,59,0
恰纳卡莱十八马特大学,59,0,59,0
檀国大学,59,0,59,0
比尔拉理工与科学学院,59,0,59,0
纳瓦拉公立大学,59,0,59,0
纽约市立大学城市学院,59,0,59,0
茨瓦内理工大学,59,0,59,0
中国安全生产科学研究院,59,5,50,4
中国石油新疆油田公司勘探开发研究院,59,59,0,0
北曼谷先皇科技大学,58,0,58,0
大邱庆北科学技术院,58,0,58,0
宋卡王子大学,58,0,58,0
布阿里西纳大学,58,0,58,0
开普敦大学,58,0,58,0
杰阿尔阿能源,58,0,58,0
江苏理工学院,58,0,58,0
河内科技大学,58,0,58,0
浙大宁波理工学院,58,0,58,0
科隆大学,58,0,58,0
维也纳自然资源与生命科学大学,58,0,58,0
石油工程技术研究院,58,9,2,47
中国石油集团工程设计有限责任公司北京分公司,58,58,0,0
上阿尔萨斯大学,57,0,57,0
北得克萨斯大学,57,0,57,0
南佛罗里达大学,57,0,57,0
意大利国家新技术能源与可持续经济发展署,57,0,57,0
拉奎拉大学,57,0,57,0
澳大利亚联邦科学与工业研究组织制造部,57,0,57,0
福特汽车公司,57,0,57,0
苏州实验室,57,0,57,0
诺维萨德大学,57,0,57,0
阮必成大学,57,0,57,0
韦尔瓦大学,57,0,57,0
首都医科大学,57,0,57,0
大连研究所化工物理,57,9,35,13
试验检测研究院,57,13,0,44
东安格利亚大学,56,0,56,0
中佛罗里达大学,56,0,56,0
中国地震局,56,0,56,0
伊斯坦布尔大学,56,0,56,0
南丹麦大学,56,0,56,0
坦佩雷大学,56,0,56,0
埃尔朗根-纽伦堡弗里德里希-亚历山大大学,56,0,56,0
墨西拿大学,56,0,56,0
广东以色列理工学院,56,0,56,0
熊本大学,56,0,56,0
罗马第二大学,56,0,56,0
萨尼奥大学,56,0,56,0
贝鲁特美国大学,56,0,56,0
马尔马拉大学,56,0,56,0
煤炭科学研究总院,56,0,54,2
青海油田井下作业公司,56,56,0,0
中国石油长庆油田分公司,56,50,0,6
伊朗石油工业研究院,55,0,55,0
加尔各答大学,55,0,55,0
南方海洋科学与工程广东实验室,55,0,55,0
卡尔顿大学,55,0,55,0
埃尼集团,55,0,55,0
安大略科技大学,55,0,55,0
广西民族大学,55,0,55,0
弗拉芒技术研究院,55,0,55,0
弗罗茨瓦夫理工大学,55,0,55,0
新莱昂自治大学,55,0,55,0
盖布泽技术大学,55,0,55,0
